date,time,type,description,latitude,longitude,district,address
2026-02-28,17:34:00,robbery,mosque,22.538253,88.386303,Kolkata,"204 {p} {s}, Kolkata"
2026-03-07,18:39:00,theft,school,22.582194,88.363908,Kolkata,"205 {p} {s}, Kolkata"
2026-02-20,04:17:00,rape,industrial area,23.058617,72.5977,Ahmedabad,"79 {p} {s}, Ahmedabad"
2026-03-04,12:26:00,kidnapping,construction site,28.580297,77.188736,Delhi,"109 {p} {s}, Delhi"
2026-03-10,03:51:00,theft,hospital,19.119349,72.822416,Mumbai,"435 {p} {s}, Mumbai"
2026-01-02,00:32:00,fraud,mosque,17.339128,78.462095,Hyderabad,"435 {p} {s}, Hyderabad"
2026-02-10,00:32:00,theft,office complex,22.524232,88.350013,Kolkata,"25 {p} {s}, Kolkata"
2026-03-19,17:14:00,theft,park,26.909069,75.765355,Jaipur,"236 {p} {s}, Jaipur"
2026-02-01,17:04:00,theft,school,22.973304,72.558435,Ahmedabad,"300 {p} {s}, Ahmedabad"
2026-02-09,01:57:00,robbery,school,13.079731,80.225981,Chennai,"148 {p} {s}, Chennai"
2026-03-29,02:28:00,rape,railway station,23.057123,72.548318,Ahmedabad,"213 {p} {s}, Ahmedabad"
2026-01-07,09:35:00,robbery,bus stand,22.587394,88.320233,Kolkata,"48 {p} {s}, Kolkata"
2026-01-12,03:21:00,murder,railway station,17.400262,78.489782,Hyderabad,"234 {p} {s}, Hyderabad"
2026-02-10,13:00:00,theft,slum area,22.971469,72.578126,Ahmedabad,"102 {p} {s}, Ahmedabad"
2026-03-17,05:15:00,theft,bridge,12.930206,77.558277,Bangalore,"286 {p} {s}, Bangalore"
2026-01-31,10:46:00,theft,bazaar,26.831321,80.91152,Lucknow,"114 {p} {s}, Lucknow"
2026-03-31,17:46:00,assault,mosque,18.470285,73.888407,Pune,"182 {p} {s}, Pune"
2026-02-24,07:47:00,theft,main road,26.811625,80.972345,Lucknow,"335 {p} {s}, Lucknow"
2026-03-30,17:29:00,kidnapping,school,28.587662,77.214413,Delhi,"33 {p} {s}, Delhi"
2026-01-19,20:08:00,assault,hospital,26.838736,80.964531,Lucknow,"129 {p} {s}, Lucknow"
2026-01-16,15:52:00,murder,park,17.417576,78.496328,Hyderabad,"237 {p} {s}, Hyderabad"
2026-03-24,16:58:00,hit and run,highway,19.095338,72.905593,Mumbai,"342 {p} {s}, Mumbai"
2026-02-25,16:51:00,robbery,village,17.425305,78.433365,Hyderabad,"214 {p} {s}, Hyderabad"
2026-01-07,10:03:00,robbery,mosque,13.014865,77.619844,Bangalore,"141 {p} {s}, Bangalore"
2026-03-23,20:05:00,theft,school,26.91311,75.77399,Jaipur,"301 {p} {s}, Jaipur"
2026-01-05,20:17:00,hit and run,mohalla,17.348941,78.458211,Hyderabad,"440 {p} {s}, Hyderabad"
2026-03-20,12:26:00,robbery,industrial area,17.383216,78.446105,Hyderabad,"218 {p} {s}, Hyderabad"
2026-03-19,22:34:00,fraud,residential area,23.036231,72.61204,Ahmedabad,"296 {p} {s}, Ahmedabad"
2026-03-26,15:03:00,fraud,temple,17.421313,78.434956,Hyderabad,"137 {p} {s}, Hyderabad"
2026-01-23,13:01:00,theft,highway,26.906948,75.80853,Jaipur,"63 {p} {s}, Jaipur"
2026-01-05,15:34:00,rape,mohalla,12.98657,77.580216,Bangalore,"47 {p} {s}, Bangalore"
2026-03-11,23:29:00,dowry death,temple,18.471091,73.821832,Pune,"79 {p} {s}, Pune"
2026-01-26,04:36:00,theft,market,12.99556,77.588835,Bangalore,"1 {p} {s}, Bangalore"
2026-03-23,22:19:00,robbery,railway station,12.934625,77.57112,Bangalore,"53 {p} {s}, Bangalore"
2026-03-14,08:30:00,murder,market,26.884672,75.770737,Jaipur,"303 {p} {s}, Jaipur"
2026-03-30,03:44:00,hit and run,mosque,26.938891,75.800631,Jaipur,"8 {p} {s}, Jaipur"
2026-02-20,10:29:00,burglary,bazaar,22.526997,88.310142,Kolkata,"447 {p} {s}, Kolkata"
2026-03-06,15:49:00,burglary,industrial area,23.036963,72.605884,Ahmedabad,"200 {p} {s}, Ahmedabad"
2026-03-27,12:44:00,theft,railway station,19.063975,72.862753,Mumbai,"331 {p} {s}, Mumbai"
2026-01-11,07:39:00,theft,industrial area,22.544466,88.374693,Kolkata,"298 {p} {s}, Kolkata"
2026-03-13,00:29:00,theft,school,26.847957,80.973848,Lucknow,"124 {p} {s}, Lucknow"
2026-02-12,02:39:00,burglary,industrial area,26.926113,75.795441,Jaipur,"2 {p} {s}, Jaipur"
2026-03-25,12:35:00,murder,slum area,23.042601,72.595884,Ahmedabad,"420 {p} {s}, Ahmedabad"
2026-02-06,02:13:00,dowry death,industrial area,26.912153,75.771995,Jaipur,"361 {p} {s}, Jaipur"
2026-02-09,03:06:00,murder,park,26.951725,75.785595,Jaipur,"312 {p} {s}, Jaipur"
2026-03-04,09:31:00,murder,hospital,23.006552,72.531073,Ahmedabad,"226 {p} {s}, Ahmedabad"
2026-02-19,18:30:00,fraud,slum area,22.970083,72.58795,Ahmedabad,"409 {p} {s}, Ahmedabad"
2026-03-22,02:31:00,assault,bridge,13.089229,80.313798,Chennai,"71 {p} {s}, Chennai"
2026-01-31,07:20:00,assault,market,23.034375,72.607447,Ahmedabad,"484 {p} {s}, Ahmedabad"
2026-02-26,01:50:00,fraud,construction site,17.347953,78.465293,Hyderabad,"106 {p} {s}, Hyderabad"
2026-01-14,04:35:00,rape,bridge,26.843754,80.917238,Lucknow,"480 {p} {s}, Lucknow"
2026-02-04,04:36:00,assault,industrial area,13.081894,80.245689,Chennai,"201 {p} {s}, Chennai"
2026-01-03,08:20:00,assault,residential area,23.021134,72.523201,Ahmedabad,"213 {p} {s}, Ahmedabad"
2026-03-05,20:38:00,rape,railway station,26.809259,80.925194,Lucknow,"187 {p} {s}, Lucknow"
2026-03-04,03:21:00,assault,industrial area,19.086994,72.916571,Mumbai,"238 {p} {s}, Mumbai"
2026-02-22,15:35:00,theft,bazaar,23.032021,72.533995,Ahmedabad,"199 {p} {s}, Ahmedabad"
2026-02-21,23:26:00,theft,mohalla,13.110235,80.318651,Chennai,"237 {p} {s}, Chennai"
2026-03-25,17:01:00,kidnapping,bazaar,26.87724,80.936907,Lucknow,"266 {p} {s}, Lucknow"
2026-02-26,02:16:00,assault,highway,18.536809,73.817479,Pune,"129 {p} {s}, Pune"
2026-01-22,10:11:00,fraud,mall,13.074707,80.301337,Chennai,"116 {p} {s}, Chennai"
2026-02-05,02:52:00,dowry death,village,17.428373,78.519085,Hyderabad,"395 {p} {s}, Hyderabad"
2026-01-04,21:59:00,fraud,highway,13.030301,80.251542,Chennai,"119 {p} {s}, Chennai"
2026-02-17,15:28:00,theft,construction site,23.018522,72.556874,Ahmedabad,"421 {p} {s}, Ahmedabad"
2026-03-08,20:30:00,theft,main road,26.903143,75.813341,Jaipur,"118 {p} {s}, Jaipur"
2026-02-27,16:02:00,kidnapping,office complex,26.818139,80.948466,Lucknow,"253 {p} {s}, Lucknow"
2026-02-06,19:22:00,dowry death,bus stand,26.871156,80.969956,Lucknow,"58 {p} {s}, Lucknow"
2026-03-22,12:08:00,burglary,bridge,26.806213,80.93359,Lucknow,"308 {p} {s}, Lucknow"
2026-02-15,12:10:00,fraud,mosque,19.098318,72.90007,Mumbai,"86 {p} {s}, Mumbai"
2026-03-28,00:32:00,assault,park,23.018818,72.560613,Ahmedabad,"42 {p} {s}, Ahmedabad"
2026-01-05,20:11:00,robbery,mall,26.937597,75.752738,Jaipur,"375 {p} {s}, Jaipur"
2026-02-14,13:17:00,assault,construction site,13.127062,80.281414,Chennai,"361 {p} {s}, Chennai"
2026-01-30,05:13:00,murder,park,19.115511,72.82957,Mumbai,"41 {p} {s}, Mumbai"
2026-02-10,16:02:00,assault,park,12.992278,77.586188,Bangalore,"408 {p} {s}, Bangalore"
2026-03-31,03:20:00,kidnapping,slum area,26.806079,80.945175,Lucknow,"251 {p} {s}, Lucknow"
2026-01-31,07:20:00,kidnapping,hospital,28.630365,77.212937,Delhi,"334 {p} {s}, Delhi"
2026-02-16,19:13:00,assault,hospital,19.097653,72.856173,Mumbai,"236 {p} {s}, Mumbai"
2026-03-07,08:55:00,theft,slum area,17.422424,78.43213,Hyderabad,"287 {p} {s}, Hyderabad"
2026-03-09,22:56:00,theft,mosque,22.604279,88.34129,Kolkata,"179 {p} {s}, Kolkata"
2026-03-03,06:46:00,theft,bridge,23.026077,72.569509,Ahmedabad,"59 {p} {s}, Ahmedabad"
2026-01-24,12:43:00,burglary,bus stand,18.55826,73.831112,Pune,"375 {p} {s}, Pune"
2026-03-10,23:04:00,robbery,residential area,26.81486,80.90723,Lucknow,"449 {p} {s}, Lucknow"
2026-03-05,18:39:00,theft,slum area,22.982742,72.550083,Ahmedabad,"200 {p} {s}, Ahmedabad"
2026-02-17,03:32:00,burglary,mall,28.637173,77.252738,Delhi,"197 {p} {s}, Delhi"
2026-01-03,13:05:00,robbery,slum area,28.568365,77.207846,Delhi,"461 {p} {s}, Delhi"
2026-01-12,02:04:00,theft,park,26.854321,80.939208,Lucknow,"198 {p} {s}, Lucknow"
2026-01-12,06:02:00,robbery,office complex,26.870205,75.757506,Jaipur,"86 {p} {s}, Jaipur"
2026-02-01,23:39:00,hit and run,construction site,22.594772,88.394223,Kolkata,"421 {p} {s}, Kolkata"
2026-02-22,07:05:00,hit and run,main road,13.114478,80.31378,Chennai,"325 {p} {s}, Chennai"
2026-01-13,22:11:00,hit and run,hospital,12.99028,77.570071,Bangalore,"14 {p} {s}, Bangalore"
2026-02-23,16:29:00,murder,mohalla,18.499075,73.864646,Pune,"282 {p} {s}, Pune"
2026-03-15,21:43:00,theft,mosque,17.401165,78.482644,Hyderabad,"118 {p} {s}, Hyderabad"
2026-03-14,12:00:00,dowry death,industrial area,12.979026,77.59152,Bangalore,"87 {p} {s}, Bangalore"
2026-03-21,13:55:00,burglary,main road,28.630647,77.160654,Delhi,"392 {p} {s}, Delhi"
2026-02-01,10:09:00,burglary,mall,22.568089,88.374271,Kolkata,"259 {p} {s}, Kolkata"
2026-01-16,09:17:00,assault,railway station,19.036233,72.824421,Mumbai,"308 {p} {s}, Mumbai"
2026-01-18,09:45:00,theft,industrial area,17.390965,78.463562,Hyderabad,"357 {p} {s}, Hyderabad"
2026-01-15,17:34:00,assault,main road,18.518448,73.881875,Pune,"136 {p} {s}, Pune"
2026-03-08,06:51:00,theft,temple,17.377193,78.444978,Hyderabad,"66 {p} {s}, Hyderabad"
2026-02-16,06:14:00,murder,residential area,22.525431,88.329025,Kolkata,"72 {p} {s}, Kolkata"
2026-02-13,22:31:00,robbery,village,23.056717,72.587678,Ahmedabad,"178 {p} {s}, Ahmedabad"
2026-02-05,20:07:00,fraud,mosque,22.613029,88.392627,Kolkata,"399 {p} {s}, Kolkata"
2026-01-02,11:46:00,burglary,bus stand,13.124815,80.297554,Chennai,"384 {p} {s}, Chennai"
2026-02-09,15:39:00,assault,park,22.585879,88.388025,Kolkata,"220 {p} {s}, Kolkata"
2026-03-27,15:26:00,theft,industrial area,22.585406,88.352575,Kolkata,"494 {p} {s}, Kolkata"
2026-03-09,18:34:00,theft,bazaar,22.582887,88.31199,Kolkata,"432 {p} {s}, Kolkata"
2026-01-05,06:08:00,fraud,bus stand,18.53126,73.851709,Pune,"297 {p} {s}, Pune"
2026-01-24,11:00:00,hit and run,mohalla,19.084198,72.905033,Mumbai,"117 {p} {s}, Mumbai"
2026-01-16,00:00:00,robbery,hospital,26.955132,75.794866,Jaipur,"112 {p} {s}, Jaipur"
2026-01-06,21:56:00,burglary,mosque,22.970451,72.540575,Ahmedabad,"172 {p} {s}, Ahmedabad"
2026-03-30,16:30:00,robbery,village,18.486551,73.879673,Pune,"451 {p} {s}, Pune"
2026-01-05,19:53:00,theft,industrial area,28.639093,77.25438,Delhi,"91 {p} {s}, Delhi"
2026-02-24,00:45:00,kidnapping,school,12.939354,77.563628,Bangalore,"120 {p} {s}, Bangalore"
2026-01-02,21:03:00,assault,mall,19.072487,72.88002,Mumbai,"16 {p} {s}, Mumbai"
2026-01-06,20:44:00,theft,railway station,23.025192,72.608578,Ahmedabad,"410 {p} {s}, Ahmedabad"
2026-02-22,14:47:00,fraud,office complex,22.615901,88.374134,Kolkata,"77 {p} {s}, Kolkata"
2026-01-22,10:29:00,theft,industrial area,22.585396,88.381484,Kolkata,"362 {p} {s}, Kolkata"
2026-03-22,02:53:00,robbery,park,18.540604,73.873344,Pune,"485 {p} {s}, Pune"
2026-01-30,01:59:00,kidnapping,village,17.350466,78.515383,Hyderabad,"463 {p} {s}, Hyderabad"
2026-03-07,08:38:00,robbery,market,18.506334,73.846917,Pune,"416 {p} {s}, Pune"
2026-03-05,13:55:00,fraud,market,28.618508,77.241932,Delhi,"382 {p} {s}, Delhi"
2026-03-23,12:15:00,dowry death,market,19.09082,72.899206,Mumbai,"327 {p} {s}, Mumbai"
2026-03-17,23:19:00,burglary,temple,13.106743,80.288062,Chennai,"68 {p} {s}, Chennai"
2026-03-28,14:26:00,robbery,slum area,13.118427,80.2406,Chennai,"328 {p} {s}, Chennai"
2026-01-30,14:20:00,fraud,railway station,17.404057,78.447915,Hyderabad,"234 {p} {s}, Hyderabad"
2026-03-14,23:48:00,theft,residential area,13.038817,80.238522,Chennai,"483 {p} {s}, Chennai"
2026-01-02,13:30:00,robbery,village,13.10714,80.220164,Chennai,"18 {p} {s}, Chennai"
2026-01-09,08:34:00,theft,market,13.078715,80.243169,Chennai,"46 {p} {s}, Chennai"
2026-03-01,04:25:00,theft,temple,28.637536,77.166867,Delhi,"260 {p} {s}, Delhi"
2026-02-04,01:07:00,assault,slum area,13.099868,80.225643,Chennai,"105 {p} {s}, Chennai"
2026-02-17,02:48:00,assault,mohalla,17.426574,78.44393,Hyderabad,"194 {p} {s}, Hyderabad"
2026-03-11,16:30:00,theft,highway,26.877503,75.746606,Jaipur,"50 {p} {s}, Jaipur"
2026-02-23,10:07:00,murder,village,26.945043,75.774985,Jaipur,"289 {p} {s}, Jaipur"
2026-01-18,20:47:00,theft,railway station,28.613986,77.191904,Delhi,"212 {p} {s}, Delhi"
2026-02-12,14:36:00,fraud,railway station,19.094654,72.857588,Mumbai,"357 {p} {s}, Mumbai"
2026-03-30,15:09:00,fraud,main road,26.921729,75.813932,Jaipur,"427 {p} {s}, Jaipur"
2026-02-18,14:30:00,assault,construction site,17.365307,78.432433,Hyderabad,"347 {p} {s}, Hyderabad"
2026-02-08,04:43:00,dowry death,construction site,19.052546,72.883403,Mumbai,"102 {p} {s}, Mumbai"
2026-03-24,08:31:00,theft,village,28.613596,77.226026,Delhi,"216 {p} {s}, Delhi"
2026-03-27,15:19:00,hit and run,temple,22.602708,88.348942,Kolkata,"15 {p} {s}, Kolkata"
2026-03-22,01:55:00,rape,temple,22.973572,72.609251,Ahmedabad,"111 {p} {s}, Ahmedabad"
2026-03-30,07:54:00,robbery,railway station,26.792379,80.975434,Lucknow,"468 {p} {s}, Lucknow"
2026-01-02,05:53:00,theft,market,26.868426,80.922266,Lucknow,"356 {p} {s}, Lucknow"
2026-01-26,08:54:00,burglary,railway station,26.883974,80.952077,Lucknow,"337 {p} {s}, Lucknow"
2026-01-03,18:26:00,burglary,residential area,23.050903,72.609245,Ahmedabad,"88 {p} {s}, Ahmedabad"
2026-03-14,23:51:00,burglary,highway,19.087806,72.820888,Mumbai,"47 {p} {s}, Mumbai"
2026-02-12,06:47:00,burglary,bridge,13.045256,80.237774,Chennai,"380 {p} {s}, Chennai"
2026-02-17,10:38:00,robbery,railway station,22.58572,88.401443,Kolkata,"95 {p} {s}, Kolkata"
2026-01-20,20:40:00,robbery,railway station,26.912384,75.757075,Jaipur,"8 {p} {s}, Jaipur"
2026-03-03,06:00:00,burglary,bazaar,17.33647,78.444337,Hyderabad,"258 {p} {s}, Hyderabad"
2026-01-11,19:04:00,hit and run,market,26.878397,75.751218,Jaipur,"98 {p} {s}, Jaipur"
2026-02-01,18:27:00,assault,market,18.511613,73.888195,Pune,"308 {p} {s}, Pune"
2026-03-28,18:05:00,dowry death,main road,18.485707,73.834425,Pune,"451 {p} {s}, Pune"
2026-02-26,05:03:00,fraud,bus stand,18.506636,73.817314,Pune,"165 {p} {s}, Pune"
2026-01-08,09:04:00,theft,bridge,26.885169,75.753357,Jaipur,"88 {p} {s}, Jaipur"
2026-01-30,02:39:00,theft,hospital,13.060227,80.262843,Chennai,"364 {p} {s}, Chennai"
2026-03-21,14:43:00,theft,mohalla,13.082572,80.259817,Chennai,"307 {p} {s}, Chennai"
2026-01-13,20:54:00,assault,slum area,13.099327,80.295845,Chennai,"255 {p} {s}, Chennai"
2026-01-22,10:02:00,fraud,mall,26.835784,80.941314,Lucknow,"330 {p} {s}, Lucknow"
2026-03-10,01:23:00,theft,market,12.990333,77.593853,Bangalore,"430 {p} {s}, Bangalore"
2026-02-04,04:47:00,hit and run,market,22.576308,88.406548,Kolkata,"4 {p} {s}, Kolkata"
2026-01-07,07:42:00,theft,construction site,17.353363,78.479298,Hyderabad,"41 {p} {s}, Hyderabad"
2026-03-13,18:46:00,theft,railway station,17.41552,78.506274,Hyderabad,"220 {p} {s}, Hyderabad"
2026-03-05,12:05:00,fraud,slum area,26.925085,75.765566,Jaipur,"225 {p} {s}, Jaipur"
2026-03-15,12:45:00,burglary,mall,19.100866,72.820567,Mumbai,"28 {p} {s}, Mumbai"
2026-01-06,07:51:00,murder,school,19.047756,72.88196,Mumbai,"183 {p} {s}, Mumbai"
2026-01-16,07:28:00,burglary,park,13.073677,80.308526,Chennai,"363 {p} {s}, Chennai"
2026-03-11,22:15:00,theft,mohalla,28.577288,77.222333,Delhi,"280 {p} {s}, Delhi"
2026-02-09,23:27:00,assault,highway,19.086449,72.898329,Mumbai,"360 {p} {s}, Mumbai"
2026-02-05,17:39:00,assault,office complex,18.470832,73.89707,Pune,"388 {p} {s}, Pune"
2026-01-25,03:00:00,hit and run,slum area,23.056178,72.573474,Ahmedabad,"462 {p} {s}, Ahmedabad"
2026-01-26,16:37:00,fraud,residential area,18.547441,73.880901,Pune,"330 {p} {s}, Pune"
2026-01-24,04:01:00,robbery,highway,18.506929,73.805135,Pune,"461 {p} {s}, Pune"
2026-01-16,19:32:00,theft,mosque,28.566259,77.188413,Delhi,"436 {p} {s}, Delhi"
2026-03-02,21:07:00,kidnapping,school,13.094182,80.270784,Chennai,"293 {p} {s}, Chennai"
2026-03-01,09:23:00,robbery,industrial area,22.543385,88.39193,Kolkata,"199 {p} {s}, Kolkata"
2026-03-07,01:07:00,burglary,bridge,13.105711,80.237613,Chennai,"94 {p} {s}, Chennai"
2026-01-16,08:56:00,fraud,market,13.095324,80.316866,Chennai,"73 {p} {s}, Chennai"
2026-01-06,11:27:00,murder,highway,28.590401,77.224059,Delhi,"320 {p} {s}, Delhi"
2026-03-03,00:35:00,murder,bridge,18.528866,73.87673,Pune,"352 {p} {s}, Pune"
2026-02-08,16:30:00,dowry death,bus stand,28.563307,77.250953,Delhi,"471 {p} {s}, Delhi"
2026-01-26,08:00:00,fraud,bridge,12.993273,77.592604,Bangalore,"269 {p} {s}, Bangalore"
2026-01-10,18:21:00,theft,industrial area,12.956384,77.607182,Bangalore,"184 {p} {s}, Bangalore"
2026-03-04,07:19:00,theft,office complex,17.398146,78.453971,Hyderabad,"378 {p} {s}, Hyderabad"
2026-01-23,14:34:00,assault,mohalla,13.059737,80.275026,Chennai,"70 {p} {s}, Chennai"
2026-01-22,20:19:00,theft,hospital,19.023604,72.906896,Mumbai,"266 {p} {s}, Mumbai"
2026-02-11,01:37:00,robbery,temple,28.576604,77.217716,Delhi,"455 {p} {s}, Delhi"
2026-02-13,01:07:00,hit and run,bridge,17.398002,78.52207,Hyderabad,"426 {p} {s}, Hyderabad"
2026-03-25,13:54:00,assault,hospital,12.964214,77.625412,Bangalore,"238 {p} {s}, Bangalore"
2026-01-23,03:52:00,hit and run,mall,22.523699,88.379749,Kolkata,"137 {p} {s}, Kolkata"
2026-02-25,22:46:00,burglary,highway,26.811688,80.962101,Lucknow,"357 {p} {s}, Lucknow"
2026-01-12,16:39:00,assault,industrial area,18.562422,73.878605,Pune,"166 {p} {s}, Pune"
2026-03-07,21:32:00,fraud,mosque,19.117845,72.820346,Mumbai,"369 {p} {s}, Mumbai"
2026-03-23,03:24:00,kidnapping,residential area,13.038196,80.247701,Chennai,"309 {p} {s}, Chennai"
2026-03-31,10:35:00,burglary,park,26.815248,80.912959,Lucknow,"427 {p} {s}, Lucknow"
2026-03-21,19:49:00,theft,construction site,13.12326,80.271565,Chennai,"80 {p} {s}, Chennai"
2026-03-29,09:19:00,burglary,construction site,26.843667,80.894855,Lucknow,"219 {p} {s}, Lucknow"
2026-03-17,10:29:00,fraud,slum area,23.042692,72.571423,Ahmedabad,"286 {p} {s}, Ahmedabad"
2026-03-30,15:18:00,assault,highway,28.608699,77.25855,Delhi,"498 {p} {s}, Delhi"
2026-02-03,17:23:00,robbery,hospital,28.652197,77.255856,Delhi,"500 {p} {s}, Delhi"
2026-02-16,18:37:00,hit and run,mohalla,19.089023,72.919625,Mumbai,"101 {p} {s}, Mumbai"
2026-02-12,19:49:00,murder,bridge,26.865006,80.96063,Lucknow,"330 {p} {s}, Lucknow"
2026-02-26,23:07:00,theft,market,26.886008,80.976105,Lucknow,"129 {p} {s}, Lucknow"
2026-02-10,08:39:00,kidnapping,hospital,19.043316,72.848761,Mumbai,"446 {p} {s}, Mumbai"
2026-02-02,01:16:00,kidnapping,school,13.126187,80.306276,Chennai,"364 {p} {s}, Chennai"
2026-02-20,22:44:00,hit and run,village,22.581192,88.370641,Kolkata,"40 {p} {s}, Kolkata"
2026-03-04,05:02:00,theft,bazaar,12.989707,77.631864,Bangalore,"435 {p} {s}, Bangalore"
2026-01-22,01:52:00,assault,market,26.881808,75.762927,Jaipur,"309 {p} {s}, Jaipur"
2026-03-14,01:22:00,robbery,school,17.39154,78.472696,Hyderabad,"249 {p} {s}, Hyderabad"
2026-03-04,10:17:00,burglary,temple,13.111544,80.241436,Chennai,"327 {p} {s}, Chennai"
2026-01-26,12:34:00,kidnapping,mosque,17.394648,78.520589,Hyderabad,"272 {p} {s}, Hyderabad"
2026-01-08,17:08:00,fraud,slum area,17.358549,78.50005,Hyderabad,"437 {p} {s}, Hyderabad"
2026-03-11,12:22:00,kidnapping,school,22.980815,72.596289,Ahmedabad,"17 {p} {s}, Ahmedabad"
2026-03-29,05:07:00,assault,residential area,13.003443,77.580587,Bangalore,"130 {p} {s}, Bangalore"
2026-01-19,20:15:00,rape,village,26.844342,80.966096,Lucknow,"261 {p} {s}, Lucknow"
2026-01-18,19:22:00,fraud,village,23.019777,72.547442,Ahmedabad,"45 {p} {s}, Ahmedabad"
2026-01-20,04:33:00,theft,park,17.371002,78.506531,Hyderabad,"176 {p} {s}, Hyderabad"
2026-03-05,21:54:00,assault,construction site,22.986508,72.613498,Ahmedabad,"15 {p} {s}, Ahmedabad"
2026-02-08,06:34:00,theft,temple,22.598974,88.392593,Kolkata,"90 {p} {s}, Kolkata"
2026-03-02,21:36:00,kidnapping,mall,28.646061,77.177964,Delhi,"257 {p} {s}, Delhi"
2026-01-20,23:14:00,fraud,mall,12.936704,77.545682,Bangalore,"300 {p} {s}, Bangalore"
2026-02-18,04:48:00,hit and run,office complex,19.099774,72.859325,Mumbai,"415 {p} {s}, Mumbai"
2026-01-11,02:48:00,dowry death,construction site,28.644532,77.211403,Delhi,"404 {p} {s}, Delhi"
2026-01-22,05:19:00,dowry death,residential area,22.611927,88.357347,Kolkata,"65 {p} {s}, Kolkata"
2026-02-09,21:02:00,theft,office complex,26.946228,75.754092,Jaipur,"133 {p} {s}, Jaipur"
2026-02-19,16:13:00,assault,main road,28.605438,77.189668,Delhi,"453 {p} {s}, Delhi"
2026-03-22,19:14:00,theft,market,28.655939,77.198621,Delhi,"59 {p} {s}, Delhi"
2026-02-11,19:40:00,murder,bridge,12.935,77.5742,Bangalore,"165 {p} {s}, Bangalore"
2026-03-02,10:26:00,dowry death,slum area,23.041104,72.553187,Ahmedabad,"43 {p} {s}, Ahmedabad"
2026-03-23,01:48:00,robbery,hospital,18.547446,73.870528,Pune,"488 {p} {s}, Pune"
2026-02-08,08:40:00,hit and run,mosque,23.007693,72.605967,Ahmedabad,"479 {p} {s}, Ahmedabad"
2026-02-06,07:00:00,theft,park,13.118785,80.276302,Chennai,"76 {p} {s}, Chennai"
2026-01-20,02:06:00,assault,mohalla,18.566036,73.857949,Pune,"327 {p} {s}, Pune"
2026-03-12,00:59:00,theft,bus stand,26.935138,75.833469,Jaipur,"402 {p} {s}, Jaipur"
2026-01-20,05:14:00,theft,bazaar,23.054541,72.540792,Ahmedabad,"27 {p} {s}, Ahmedabad"
2026-02-25,20:48:00,theft,bridge,22.597946,88.354431,Kolkata,"20 {p} {s}, Kolkata"
2026-01-23,23:45:00,burglary,park,28.638986,77.208317,Delhi,"9 {p} {s}, Delhi"
2026-03-22,08:19:00,assault,main road,28.590183,77.176032,Delhi,"364 {p} {s}, Delhi"
2026-02-05,11:55:00,theft,hospital,28.643272,77.226206,Delhi,"156 {p} {s}, Delhi"
2026-03-08,00:19:00,assault,main road,28.589034,77.204246,Delhi,"316 {p} {s}, Delhi"
2026-02-19,02:17:00,rape,main road,17.335019,78.477468,Hyderabad,"237 {p} {s}, Hyderabad"
2026-02-06,22:33:00,assault,construction site,17.400849,78.483736,Hyderabad,"264 {p} {s}, Hyderabad"
2026-01-01,04:54:00,kidnapping,construction site,22.995264,72.564975,Ahmedabad,"480 {p} {s}, Ahmedabad"
2026-03-07,11:12:00,fraud,residential area,22.556842,88.382177,Kolkata,"364 {p} {s}, Kolkata"
2026-02-07,12:58:00,assault,industrial area,22.596624,88.393573,Kolkata,"90 {p} {s}, Kolkata"
2026-01-24,12:04:00,burglary,industrial area,19.083302,72.919322,Mumbai,"113 {p} {s}, Mumbai"
2026-01-26,20:25:00,kidnapping,bridge,13.012104,77.610972,Bangalore,"68 {p} {s}, Bangalore"
2026-03-09,18:20:00,assault,park,19.04699,72.887035,Mumbai,"78 {p} {s}, Mumbai"
2026-03-27,16:58:00,murder,residential area,28.572235,77.161281,Delhi,"93 {p} {s}, Delhi"
2026-01-09,02:50:00,burglary,hospital,26.865867,80.894466,Lucknow,"386 {p} {s}, Lucknow"
2026-03-12,03:26:00,robbery,temple,18.561684,73.835864,Pune,"295 {p} {s}, Pune"
2026-01-19,15:14:00,theft,village,26.792714,80.956462,Lucknow,"456 {p} {s}, Lucknow"
2026-03-16,20:41:00,murder,mall,19.104716,72.913418,Mumbai,"241 {p} {s}, Mumbai"
2026-03-25,08:50:00,theft,construction site,26.953329,75.792283,Jaipur,"442 {p} {s}, Jaipur"
2026-02-12,06:14:00,burglary,hospital,17.402898,78.507859,Hyderabad,"459 {p} {s}, Hyderabad"
2026-02-23,00:36:00,fraud,hospital,26.954392,75.750799,Jaipur,"147 {p} {s}, Jaipur"
2026-01-04,23:02:00,fraud,bazaar,23.062157,72.612439,Ahmedabad,"262 {p} {s}, Ahmedabad"
2026-01-07,12:39:00,fraud,slum area,18.488872,73.804497,Pune,"61 {p} {s}, Pune"
2026-01-22,05:55:00,theft,railway station,23.016432,72.570819,Ahmedabad,"31 {p} {s}, Ahmedabad"
2026-01-15,12:56:00,murder,railway station,13.105366,80.229199,Chennai,"172 {p} {s}, Chennai"
2026-02-03,04:30:00,fraud,bus stand,22.999158,72.61616,Ahmedabad,"423 {p} {s}, Ahmedabad"
2026-02-19,15:05:00,robbery,temple,22.569368,88.406768,Kolkata,"250 {p} {s}, Kolkata"
2026-03-06,18:16:00,burglary,industrial area,23.026834,72.575233,Ahmedabad,"496 {p} {s}, Ahmedabad"
